,number,values_0,values_1,values_2,values_3,datetime_start,datetime_complete,duration,params_f_0,params_f_1,params_f_10,params_f_11,params_f_12,params_f_13,params_f_14,params_f_15,params_f_16,params_f_17,params_f_18,params_f_19,params_f_2,params_f_20,params_f_21,params_f_22,params_f_23,params_f_24,params_f_25,params_f_26,params_f_27,params_f_28,params_f_29,params_f_3,params_f_4,params_f_5,params_f_6,params_f_7,params_f_8,params_f_9,params_zscore_range,system_attrs_nsga2:generation,state
3801,3801,-0.5973782771535581,-0.5172413793103449,-0.0801368978432132,5.0,2023-07-07 17:20:28.613083,2023-07-07 17:20:28.663913,0 days 00:00:00.050830,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,75,75,COMPLETE
1375,1375,-0.5973782771535581,-0.5991379310344828,-0.0017596538809246942,6.0,2023-07-07 14:51:30.274143,2023-07-07 14:51:30.300320,0 days 00:00:00.026177,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,27,COMPLETE
2788,2788,-0.5973782771535581,-0.5818965517241379,-0.015481725429420168,5.0,2023-07-07 15:52:14.960011,2023-07-07 15:52:15.013831,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,75,55,COMPLETE
2856,2856,-0.5973782771535581,-0.521551724137931,-0.07582655301562702,4.0,2023-07-07 15:57:21.905921,2023-07-07 15:57:21.958744,0 days 00:00:00.052823,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,75,57,COMPLETE
1782,1782,-0.5973782771535581,-0.5991379310344828,-0.0017596538809246942,6.0,2023-07-07 15:00:54.148720,2023-07-07 15:00:54.174206,0 days 00:00:00.025486,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,35,COMPLETE
2313,2313,-0.5973782771535581,-0.5689655172413793,-0.02841275991217873,8.0,2023-07-07 15:19:58.194528,2023-07-07 15:19:58.249344,0 days 00:00:00.054816,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,46,COMPLETE
3494,3494,-0.596694214876033,-0.5862068965517241,-0.010487318324308936,9.0,2023-07-07 16:50:55.611135,2023-07-07 16:50:55.661967,0 days 00:00:00.050832,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,62,69,COMPLETE
3651,3651,-0.596694214876033,-0.5560344827586207,-0.04065973211741236,8.0,2023-07-07 17:05:44.965454,2023-07-07 17:05:45.023261,0 days 00:00:00.057807,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,1,0,62,72,COMPLETE
3623,3623,-0.5962837837837838,-0.5689655172413793,-0.027318266542404435,8.0,2023-07-07 17:03:03.535413,2023-07-07 17:03:03.591226,0 days 00:00:00.055813,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,64,72,COMPLETE
1395,1395,-0.5962837837837838,-0.5818965517241379,-0.014387232059645871,9.0,2023-07-07 14:51:54.352144,2023-07-07 14:51:54.376303,0 days 00:00:00.024159,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,64,27,COMPLETE
3119,3119,-0.5962837837837838,-0.5689655172413793,-0.027318266542404435,6.0,2023-07-07 16:18:16.414295,2023-07-07 16:18:16.468115,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,64,62,COMPLETE
3578,3578,-0.5962837837837838,-0.5948275862068966,-0.001456197576887197,7.0,2023-07-07 16:58:46.465895,2023-07-07 16:58:46.519744,0 days 00:00:00.053849,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,64,71,COMPLETE
1724,1724,-0.5962837837837838,-0.5818965517241379,-0.014387232059645871,9.0,2023-07-07 14:59:29.372213,2023-07-07 14:59:29.399123,0 days 00:00:00.026910,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,64,34,COMPLETE
876,876,-0.5962837837837838,-0.5818965517241379,-0.014387232059645871,9.0,2023-07-07 14:43:27.889227,2023-07-07 14:43:27.919337,0 days 00:00:00.030110,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,1,64,17,COMPLETE
3457,3457,-0.5959183673469388,-0.5646551724137931,-0.031263194933145666,11.0,2023-07-07 16:47:31.742680,2023-07-07 16:47:31.796501,0 days 00:00:00.053821,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,1,1,0,1,1,1,1,84,69,COMPLETE
5316,5316,-0.5959183673469388,-0.5862068965517241,-0.009711470795214727,7.0,2023-07-07 20:18:24.723889,2023-07-07 20:18:24.775717,0 days 00:00:00.051828,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,84,106,COMPLETE
5692,5692,-0.5959183673469388,-0.5517241379310345,-0.04419422941590434,6.0,2023-07-07 21:11:02.362210,2023-07-07 21:11:02.395854,0 days 00:00:00.033644,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,84,113,COMPLETE
5707,5707,-0.5959183673469388,-0.5862068965517241,-0.009711470795214727,7.0,2023-07-07 21:12:31.261066,2023-07-07 21:12:31.309683,0 days 00:00:00.048617,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,84,113,COMPLETE
2064,2064,-0.5959183673469388,-0.5775862068965517,-0.018332160450387103,14.0,2023-07-07 15:08:25.778949,2023-07-07 15:08:25.803866,0 days 00:00:00.024917,1,0,1,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,1,1,0,1,1,0,0,1,1,0,84,41,COMPLETE
5132,5132,-0.5959183673469388,-0.5862068965517241,-0.009711470795214727,7.0,2023-07-07 19:53:38.145953,2023-07-07 19:53:38.198777,0 days 00:00:00.052824,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,84,102,COMPLETE
3906,3906,-0.5956072351421189,-0.5603448275862069,-0.035262407555912034,6.0,2023-07-07 17:30:54.353523,2023-07-07 17:30:54.406347,0 days 00:00:00.052824,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,0,34,78,COMPLETE
1895,1895,-0.5955473098330241,-0.5474137931034483,-0.048133516729575776,3.0,2023-07-07 15:03:46.958851,2023-07-07 15:03:46.985761,0 days 00:00:00.026910,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,74,37,COMPLETE
920,920,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,4.0,2023-07-07 14:44:01.802476,2023-07-07 14:44:01.829385,0 days 00:00:00.026909,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,18,COMPLETE
5119,5119,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,5.0,2023-07-07 19:51:55.323525,2023-07-07 19:51:55.379339,0 days 00:00:00.055814,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,102,COMPLETE
4752,4752,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,5.0,2023-07-07 19:05:09.499836,2023-07-07 19:05:09.553449,0 days 00:00:00.053613,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,94,COMPLETE
765,765,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,4.0,2023-07-07 14:42:09.741593,2023-07-07 14:42:09.770241,0 days 00:00:00.028648,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,15,COMPLETE
3132,3132,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,5.0,2023-07-07 16:19:20.722851,2023-07-07 16:19:20.776671,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,62,COMPLETE
5507,5507,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,4.0,2023-07-07 20:44:58.690885,2023-07-07 20:44:58.742712,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,109,COMPLETE
2522,2522,-0.5955056179775281,-0.5517241379310345,-0.043781480046493626,5.0,2023-07-07 15:33:24.068785,2023-07-07 15:33:24.124598,0 days 00:00:00.055813,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,50,COMPLETE
4594,4594,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,6.0,2023-07-07 18:46:09.665373,2023-07-07 18:46:09.719193,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,75,91,COMPLETE
3763,3763,-0.5955056179775281,-0.5474137931034483,-0.048091824874079814,4.0,2023-07-07 17:16:42.682128,2023-07-07 17:16:42.735948,0 days 00:00:00.053820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,1,0,75,75,COMPLETE
4322,4322,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,6.0,2023-07-07 18:14:57.865096,2023-07-07 18:14:57.920908,0 days 00:00:00.055812,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,86,COMPLETE
3884,3884,-0.5955056179775281,-0.5603448275862069,-0.03516079039132125,4.0,2023-07-07 17:28:42.240826,2023-07-07 17:28:42.290659,0 days 00:00:00.049833,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,77,COMPLETE
3391,3391,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,5.0,2023-07-07 16:41:33.884888,2023-07-07 16:41:33.937712,0 days 00:00:00.052824,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,67,COMPLETE
5271,5271,-0.5955056179775281,-0.5560344827586207,-0.03947113521890744,5.0,2023-07-07 20:12:17.239017,2023-07-07 20:12:17.292837,0 days 00:00:00.053820,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,105,COMPLETE
4377,4377,-0.5955056179775281,-0.5818965517241379,-0.0136090662533902,11.0,2023-07-07 18:21:06.520851,2023-07-07 18:21:06.574671,0 days 00:00:00.053820,1,0,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,1,0,0,0,1,0,1,1,1,0,75,87,COMPLETE
1702,1702,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,6.0,2023-07-07 14:58:58.064674,2023-07-07 14:58:58.092581,0 days 00:00:00.027907,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,75,34,COMPLETE
4666,4666,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,6.0,2023-07-07 18:54:44.361080,2023-07-07 18:54:44.415933,0 days 00:00:00.054853,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,93,COMPLETE
4993,4993,-0.5955056179775281,-0.5775862068965517,-0.01791941108097639,10.0,2023-07-07 19:35:28.490574,2023-07-07 19:35:28.545426,0 days 00:00:00.054852,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,1,1,1,1,75,99,COMPLETE
4054,4054,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,5.0,2023-07-07 17:46:05.181285,2023-07-07 17:46:05.232332,0 days 00:00:00.051047,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,80,COMPLETE
1919,1919,-0.5955056179775281,-0.5775862068965517,-0.01791941108097639,8.0,2023-07-07 15:04:25.116921,2023-07-07 15:04:25.142834,0 days 00:00:00.025913,1,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,75,38,COMPLETE
4716,4716,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,5.0,2023-07-07 19:00:46.399045,2023-07-07 19:00:46.452098,0 days 00:00:00.053053,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,94,COMPLETE
5266,5266,-0.5955056179775281,-0.5603448275862069,-0.03516079039132125,4.0,2023-07-07 20:11:36.674602,2023-07-07 20:11:36.728422,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,105,COMPLETE
2537,2537,-0.5955056179775281,-0.5560344827586207,-0.03947113521890744,8.0,2023-07-07 15:34:24.564432,2023-07-07 15:34:24.617256,0 days 00:00:00.052824,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,1,1,0,1,75,50,COMPLETE
3939,3939,-0.5955056179775281,-0.5862068965517241,-0.009298721425804013,5.0,2023-07-07 17:34:15.058431,2023-07-07 17:34:15.111369,0 days 00:00:00.052938,1,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,78,COMPLETE
4186,4186,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,6.0,2023-07-07 18:00:05.869869,2023-07-07 18:00:05.920698,0 days 00:00:00.050829,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,83,COMPLETE
4640,4640,-0.5955056179775281,-0.5560344827586207,-0.03947113521890744,6.0,2023-07-07 18:51:37.459487,2023-07-07 18:51:37.511313,0 days 00:00:00.051826,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,92,COMPLETE
5321,5321,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,4.0,2023-07-07 20:19:05.907692,2023-07-07 20:19:05.961513,0 days 00:00:00.053821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,106,COMPLETE
997,997,-0.5955056179775281,-0.5991379310344828,-0.0036323130569546613,4.0,2023-07-07 14:45:04.627515,2023-07-07 14:45:04.649665,0 days 00:00:00.022150,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,19,COMPLETE
3032,3032,-0.5955056179775281,-0.5862068965517241,-0.009298721425804013,5.0,2023-07-07 16:11:10.237997,2023-07-07 16:11:10.289823,0 days 00:00:00.051826,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,60,COMPLETE
4341,4341,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,6.0,2023-07-07 18:17:04.836458,2023-07-07 18:17:04.889280,0 days 00:00:00.052822,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,86,COMPLETE
5094,5094,-0.5955056179775281,-0.603448275862069,-0.007942657884540849,4.0,2023-07-07 19:48:36.915967,2023-07-07 19:48:36.971626,0 days 00:00:00.055659,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,101,COMPLETE
3936,3936,-0.5950413223140496,-0.5991379310344828,-0.004096608720433159,5.0,2023-07-07 17:33:56.448513,2023-07-07 17:33:56.499425,0 days 00:00:00.050912,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,1,62,78,COMPLETE
3473,3473,-0.5949177877428998,-0.5560344827586207,-0.038883304984279166,6.0,2023-07-07 16:48:59.548588,2023-07-07 16:48:59.603404,0 days 00:00:00.054816,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,1,1,0,52,69,COMPLETE
1136,1136,-0.5945945945945946,-0.5603448275862069,-0.03424976700838778,5.0,2023-07-07 14:47:10.976345,2023-07-07 14:47:11.006415,0 days 00:00:00.030070,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64,22,COMPLETE
777,777,-0.5945945945945946,-0.5603448275862069,-0.03424976700838778,6.0,2023-07-07 14:42:17.710790,2023-07-07 14:42:17.732930,0 days 00:00:00.022140,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,64,15,COMPLETE
2243,2243,-0.5945945945945946,-0.5905172413793104,-0.004077353215284241,5.0,2023-07-07 15:15:44.468230,2023-07-07 15:15:44.523049,0 days 00:00:00.054819,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,64,44,COMPLETE
708,708,-0.5945945945945946,-0.603448275862069,-0.008853681267474323,7.0,2023-07-07 14:41:33.613157,2023-07-07 14:41:33.643254,0 days 00:00:00.030097,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,64,14,COMPLETE
613,613,-0.5945945945945946,-0.5603448275862069,-0.03424976700838778,6.0,2023-07-07 14:40:38.734990,2023-07-07 14:40:38.764889,0 days 00:00:00.029899,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,1,0,64,12,COMPLETE
1396,1396,-0.5945945945945946,-0.5689655172413793,-0.02562907735321529,7.0,2023-07-07 14:51:55.532078,2023-07-07 14:51:55.562164,0 days 00:00:00.030086,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,64,27,COMPLETE
3854,3854,-0.5941176470588235,-0.5991379310344828,-0.005020283975659234,7.0,2023-07-07 17:25:42.589674,2023-07-07 17:25:42.642497,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,80,77,COMPLETE
3871,3871,-0.5940246045694201,-0.5474137931034483,-0.04661081146597179,3.0,2023-07-07 17:27:24.373842,2023-07-07 17:27:24.425669,0 days 00:00:00.051827,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,68,77,COMPLETE
3374,3374,-0.594,-0.5689655172413793,-0.025034482758620635,7.0,2023-07-07 16:40:03.472054,2023-07-07 16:40:03.524878,0 days 00:00:00.052824,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1,0,1,0,1,0,82,67,COMPLETE
5034,5034,-0.594,-0.5732758620689655,-0.020724137931034448,5.0,2023-07-07 19:40:46.982879,2023-07-07 19:40:47.035702,0 days 00:00:00.052823,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,82,100,COMPLETE
4902,4902,-0.5938775510204082,-0.5948275862068966,-0.000950035186488396,6.0,2023-07-07 19:23:49.410540,2023-07-07 19:23:49.464360,0 days 00:00:00.053820,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,84,97,COMPLETE
2982,2982,-0.5938775510204082,-0.5775862068965517,-0.016291344123856466,10.0,2023-07-07 16:07:10.122497,2023-07-07 16:07:10.173327,0 days 00:00:00.050830,1,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,1,1,0,84,59,COMPLETE
1840,1840,-0.5936920222634509,-0.5646551724137931,-0.02903684984965771,6.0,2023-07-07 15:02:21.413285,2023-07-07 15:02:21.439198,0 days 00:00:00.025913,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,74,36,COMPLETE
5237,5237,-0.5936329588014981,-0.5474137931034483,-0.04621916569804985,2.0,2023-07-07 20:07:40.918923,2023-07-07 20:07:40.972743,0 days 00:00:00.053820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,104,COMPLETE
5036,5036,-0.5936329588014981,-0.5474137931034483,-0.04621916569804985,2.0,2023-07-07 19:41:02.608489,2023-07-07 19:41:02.664302,0 days 00:00:00.055813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,100,COMPLETE
3759,3759,-0.5936329588014981,-0.5862068965517241,-0.007426062249774046,8.0,2023-07-07 17:16:18.893001,2023-07-07 17:16:18.946821,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,75,75,COMPLETE
1666,1666,-0.5936329588014981,-0.5862068965517241,-0.007426062249774046,6.0,2023-07-07 14:58:07.415274,2023-07-07 14:58:07.443181,0 days 00:00:00.027907,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,1,0,75,33,COMPLETE
4957,4957,-0.5936329588014981,-0.5689655172413793,-0.024667441560118797,7.0,2023-07-07 19:30:49.923422,2023-07-07 19:30:49.976475,0 days 00:00:00.053053,1,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,75,98,COMPLETE
4834,4834,-0.5936329588014981,-0.5646551724137931,-0.028977786387704985,7.0,2023-07-07 19:15:17.792349,2023-07-07 19:15:17.844176,0 days 00:00:00.051827,1,0,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,75,96,COMPLETE
5452,5452,-0.5936329588014981,-0.603448275862069,-0.009815317060570816,6.0,2023-07-07 20:37:13.653056,2023-07-07 20:37:13.706877,0 days 00:00:00.053821,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,0,75,108,COMPLETE
5272,5272,-0.5936329588014981,-0.603448275862069,-0.009815317060570816,6.0,2023-07-07 20:12:25.572084,2023-07-07 20:12:25.625903,0 days 00:00:00.053819,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,1,1,0,0,75,105,COMPLETE
874,874,-0.5936329588014981,-0.5862068965517241,-0.007426062249774046,9.0,2023-07-07 14:43:26.397214,2023-07-07 14:43:26.417410,0 days 00:00:00.020196,1,0,1,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,75,17,COMPLETE
2945,2945,-0.5936329588014981,-0.603448275862069,-0.009815317060570816,6.0,2023-07-07 16:04:14.783102,2023-07-07 16:04:14.836922,0 days 00:00:00.053820,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,1,1,0,75,58,COMPLETE
1245,1245,-0.5936329588014981,-0.5905172413793104,-0.003115717422187747,6.0,2023-07-07 14:49:02.529488,2023-07-07 14:49:02.550510,0 days 00:00:00.021022,1,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,75,24,COMPLETE
4592,4592,-0.5936329588014981,-0.5775862068965517,-0.01604675190494642,4.0,2023-07-07 18:45:55.430626,2023-07-07 18:45:55.483450,0 days 00:00:00.052824,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,75,91,COMPLETE
2168,2168,-0.5936329588014981,-0.5775862068965517,-0.01604675190494642,6.0,2023-07-07 15:11:29.185026,2023-07-07 15:11:29.213929,0 days 00:00:00.028903,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,43,COMPLETE
3787,3787,-0.5936329588014981,-0.5862068965517241,-0.007426062249774046,5.0,2023-07-07 17:19:05.268553,2023-07-07 17:19:05.320379,0 days 00:00:00.051826,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,75,75,COMPLETE
1653,1653,-0.5936329588014981,-0.5991379310344828,-0.0055049722329846285,7.0,2023-07-07 14:57:48.866320,2023-07-07 14:57:48.894226,0 days 00:00:00.027906,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,1,75,33,COMPLETE
2202,2202,-0.5936329588014981,-0.5732758620689655,-0.02035709673253261,4.0,2023-07-07 15:13:19.737347,2023-07-07 15:13:19.825054,0 days 00:00:00.087707,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,75,44,COMPLETE
3111,3111,-0.5936329588014981,-0.603448275862069,-0.009815317060570816,5.0,2023-07-07 16:17:37.040461,2023-07-07 16:17:37.095277,0 days 00:00:00.054816,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,1,0,75,62,COMPLETE
1679,1679,-0.5936329588014981,-0.5948275862068966,-0.0011946274053984407,6.0,2023-07-07 14:58:25.703320,2023-07-07 14:58:25.730230,0 days 00:00:00.026910,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,75,33,COMPLETE
2859,2859,-0.5933884297520661,-0.603448275862069,-0.010059846110002879,6.0,2023-07-07 15:57:35.610081,2023-07-07 15:57:35.662905,0 days 00:00:00.052824,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,1,1,62,57,COMPLETE
666,666,-0.5931372549019608,-0.5603448275862069,-0.032792427315753936,10.0,2023-07-07 14:41:08.648395,2023-07-07 14:41:08.670462,0 days 00:00:00.022067,1,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,61,13,COMPLETE
1842,1842,-0.5929054054054054,-0.5474137931034483,-0.045491612301957085,3.0,2023-07-07 15:02:24.500956,2023-07-07 15:02:24.526870,0 days 00:00:00.025914,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,64,36,COMPLETE
