,number,values_0,values_1,values_2,datetime_start,datetime_complete,duration,params_df_entry,params_t,params_t_exit,system_attrs_nsga2:generation,state
2979,2979,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:20:06.403437,2023-06-07 15:20:06.853282,0 days 00:00:00.449845,2,5,3,59,COMPLETE
2678,2678,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:12:28.074143,2023-06-07 15:12:28.504296,0 days 00:00:00.430153,2,5,3,53,COMPLETE
3123,3123,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:23:58.247020,2023-06-07 15:23:58.722426,0 days 00:00:00.475406,2,5,3,62,COMPLETE
1184,1184,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 14:43:25.044033,2023-06-07 14:43:25.557569,0 days 00:00:00.513536,2,5,3,23,COMPLETE
2593,2593,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:10:34.456351,2023-06-07 15:10:34.855838,0 days 00:00:00.399487,2,5,3,51,COMPLETE
1911,1911,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 14:55:44.043607,2023-06-07 14:55:44.472561,0 days 00:00:00.428954,2,5,3,38,COMPLETE
2731,2731,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:13:44.784958,2023-06-07 15:13:45.203019,0 days 00:00:00.418061,2,5,3,54,COMPLETE
3086,3086,-2.2851870362765196,-0.4659716626376578,-119136.0,2023-06-07 15:23:02.832571,2023-06-07 15:23:03.252431,0 days 00:00:00.419860,2,5,3,61,COMPLETE
2539,2539,-2.2829189910780756,-0.4948371723590151,-15108.0,2023-06-07 15:09:22.233096,2023-06-07 15:09:22.654834,0 days 00:00:00.421738,27,5,3,50,COMPLETE
1011,1011,-2.2829189910780756,-0.4948371723590151,-15108.0,2023-06-07 14:41:07.426392,2023-06-07 14:41:07.819743,0 days 00:00:00.393351,27,5,3,20,COMPLETE
2228,2228,-2.2792202530606676,-0.5225730688935282,-7664.0,2023-06-07 15:02:30.381018,2023-06-07 15:02:30.947981,0 days 00:00:00.566963,29,3,5,44,COMPLETE
2280,2280,-2.2792202530606676,-0.5225730688935282,-7664.0,2023-06-07 15:03:45.364343,2023-06-07 15:03:45.966345,0 days 00:00:00.602002,29,3,5,45,COMPLETE
2081,2081,-2.2792202530606676,-0.5225730688935282,-7664.0,2023-06-07 14:59:17.297030,2023-06-07 14:59:17.706575,0 days 00:00:00.409545,29,3,5,41,COMPLETE
1873,1873,-2.2792202530606676,-0.5225730688935282,-7664.0,2023-06-07 14:54:59.754432,2023-06-07 14:55:00.330805,0 days 00:00:00.576373,29,3,5,37,COMPLETE
677,677,-2.2763741921353815,-0.5018267223382046,-7664.0,2023-06-07 14:37:00.339000,2023-06-07 14:37:00.750909,0 days 00:00:00.411909,29,3,3,13,COMPLETE
1265,1265,-2.2759577515936438,-0.4781683407527733,-97267.0,2023-06-07 14:44:37.354590,2023-06-07 14:44:37.832931,0 days 00:00:00.478341,3,4,4,25,COMPLETE
2476,2476,-2.2759577515936438,-0.4781683407527733,-97267.0,2023-06-07 15:08:00.095123,2023-06-07 15:08:00.495145,0 days 00:00:00.400022,3,4,4,49,COMPLETE
683,683,-2.2607429825431855,-0.4836294477346045,-41538.0,2023-06-07 14:37:04.604920,2023-06-07 14:37:05.022293,0 days 00:00:00.417373,14,6,3,13,COMPLETE
1366,1366,-2.2578191547349555,-0.464463315737128,-130710.0,2023-06-07 14:46:12.138968,2023-06-07 14:46:12.643262,0 days 00:00:00.504294,1,5,3,27,COMPLETE
1526,1526,-2.2578191547349555,-0.464463315737128,-130710.0,2023-06-07 14:48:40.688636,2023-06-07 14:48:41.103950,0 days 00:00:00.415314,1,5,3,30,COMPLETE
1800,1800,-2.2578191547349555,-0.464463315737128,-130710.0,2023-06-07 14:53:34.335771,2023-06-07 14:53:34.807895,0 days 00:00:00.472124,1,5,3,36,COMPLETE
1867,1867,-2.2578191547349555,-0.464463315737128,-130710.0,2023-06-07 14:54:51.974182,2023-06-07 14:54:52.437297,0 days 00:00:00.463115,1,5,3,37,COMPLETE
1264,1264,-2.2578191547349555,-0.464463315737128,-130710.0,2023-06-07 14:44:36.449266,2023-06-07 14:44:36.938352,0 days 00:00:00.489086,1,5,3,25,COMPLETE
1730,1730,-2.2578191547349555,-0.464463315737128,-130710.0,2023-06-07 14:52:18.178054,2023-06-07 14:52:18.687763,0 days 00:00:00.509709,1,5,3,34,COMPLETE
2548,2548,-2.2547004345344193,-0.4804835420914652,-13732.0,2023-06-07 15:09:34.164948,2023-06-07 15:09:34.609941,0 days 00:00:00.444993,28,5,2,50,COMPLETE
192,192,-2.241354372489046,-0.47614260931597463,-61679.0,2023-06-07 14:33:03.371408,2023-06-07 14:33:03.742892,0 days 00:00:00.371484,9,6,3,3,COMPLETE
587,587,-2.241354372489046,-0.47614260931597463,-61679.0,2023-06-07 14:36:08.163127,2023-06-07 14:36:08.551019,0 days 00:00:00.387892,9,6,3,11,COMPLETE
279,279,-2.241354372489046,-0.47614260931597463,-61679.0,2023-06-07 14:33:38.786061,2023-06-07 14:33:39.121314,0 days 00:00:00.335253,9,6,3,5,COMPLETE
551,551,-2.237051208099992,-0.46691097404664206,-116247.0,2023-06-07 14:35:49.672778,2023-06-07 14:35:50.022129,0 days 00:00:00.349351,2,4,3,11,COMPLETE
3289,3289,-2.237051208099992,-0.46691097404664206,-116247.0,2023-06-07 15:28:35.266254,2023-06-07 15:28:35.681368,0 days 00:00:00.415114,2,4,3,65,COMPLETE
3364,3364,-2.237051208099992,-0.46691097404664206,-116247.0,2023-06-07 15:30:50.031198,2023-06-07 15:30:50.461075,0 days 00:00:00.429877,2,4,3,67,COMPLETE
3028,3028,-2.237051208099992,-0.46691097404664206,-116247.0,2023-06-07 15:21:25.142536,2023-06-07 15:21:25.542734,0 days 00:00:00.400198,2,4,3,60,COMPLETE
3048,3048,-2.237051208099992,-0.46691097404664206,-116247.0,2023-06-07 15:21:57.655020,2023-06-07 15:21:58.108459,0 days 00:00:00.453439,2,4,3,60,COMPLETE
2320,2320,-2.2327385898626058,-0.49423885048122546,-36885.0,2023-06-07 15:04:41.260388,2023-06-07 15:04:41.779844,0 days 00:00:00.519456,14,5,4,46,COMPLETE
2332,2332,-2.215147707442257,-0.5001357694247256,-25779.0,2023-06-07 15:04:58.152841,2023-06-07 15:04:58.575595,0 days 00:00:00.422754,14,3,4,46,COMPLETE
1586,1586,-2.211648276871773,-0.46541099602087105,-129174.0,2023-06-07 14:49:40.663319,2023-06-07 14:49:41.108441,0 days 00:00:00.445122,1,4,3,31,COMPLETE
3233,3233,-2.211648276871773,-0.46541099602087105,-129174.0,2023-06-07 15:26:58.371488,2023-06-07 15:26:58.825091,0 days 00:00:00.453603,1,4,3,64,COMPLETE
1715,1715,-2.211648276871773,-0.46541099602087105,-129174.0,2023-06-07 14:52:01.938026,2023-06-07 14:52:02.377764,0 days 00:00:00.439738,1,4,3,34,COMPLETE
3138,3138,-2.211648276871773,-0.46541099602087105,-129174.0,2023-06-07 15:24:20.372065,2023-06-07 15:24:20.785115,0 days 00:00:00.413050,1,4,3,62,COMPLETE
3021,3021,-2.211648276871773,-0.46541099602087105,-129174.0,2023-06-07 15:21:13.037593,2023-06-07 15:21:13.545520,0 days 00:00:00.507927,1,4,3,60,COMPLETE
2503,2503,-2.2049888771945314,-0.49497524031459367,-13732.0,2023-06-07 15:08:34.936628,2023-06-07 15:08:35.305186,0 days 00:00:00.368558,28,5,3,50,COMPLETE
375,375,-2.2036249071886784,-0.5327163151097718,-4646.0,2023-06-07 14:34:20.362975,2023-06-07 14:34:20.689233,0 days 00:00:00.326258,37,3,6,7,COMPLETE
2924,2924,-2.2036249071886784,-0.5327163151097718,-4646.0,2023-06-07 15:18:39.303097,2023-06-07 15:18:39.729503,0 days 00:00:00.426406,37,3,6,58,COMPLETE
1203,1203,-2.196453569376975,-0.484352773826458,-12654.0,2023-06-07 14:43:43.939429,2023-06-07 14:43:44.382593,0 days 00:00:00.443164,26,4,2,24,COMPLETE
1599,1599,-2.19424870512956,-0.4731890003440701,-75566.0,2023-06-07 14:49:58.487500,2023-06-07 14:49:58.963406,0 days 00:00:00.475906,7,6,3,31,COMPLETE
1822,1822,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:53:59.723529,2023-06-07 14:54:00.142220,0 days 00:00:00.418691,3,3,4,36,COMPLETE
892,892,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:39:33.100582,2023-06-07 14:39:33.513701,0 days 00:00:00.413119,3,3,4,17,COMPLETE
1324,1324,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:45:33.764120,2023-06-07 14:45:34.204086,0 days 00:00:00.439966,3,3,4,26,COMPLETE
1680,1680,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:51:27.362636,2023-06-07 14:51:27.788816,0 days 00:00:00.426180,3,3,4,33,COMPLETE
1525,1525,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:48:39.753636,2023-06-07 14:48:40.158895,0 days 00:00:00.405259,3,3,4,30,COMPLETE
2440,2440,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 15:07:14.070114,2023-06-07 15:07:14.506811,0 days 00:00:00.436697,3,3,4,48,COMPLETE
2149,2149,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 15:00:42.175998,2023-06-07 15:00:42.739344,0 days 00:00:00.563346,3,3,4,42,COMPLETE
1986,1986,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:57:19.396093,2023-06-07 14:57:19.848084,0 days 00:00:00.451991,3,3,4,39,COMPLETE
1249,1249,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:44:23.709692,2023-06-07 14:44:24.139458,0 days 00:00:00.429766,3,3,4,24,COMPLETE
2875,2875,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 15:17:20.663488,2023-06-07 15:17:21.143477,0 days 00:00:00.479989,3,3,4,57,COMPLETE
1955,1955,-2.19101055457791,-0.4790679348123502,-91367.0,2023-06-07 14:56:39.477885,2023-06-07 14:56:39.961882,0 days 00:00:00.483997,3,3,4,39,COMPLETE
2574,2574,-2.186439180691541,-0.4803384257039118,-87582.0,2023-06-07 15:10:09.411420,2023-06-07 15:10:09.843807,0 days 00:00:00.432387,4,4,4,51,COMPLETE
2878,2878,-2.186439180691541,-0.4803384257039118,-87582.0,2023-06-07 15:17:25.093269,2023-06-07 15:17:25.523236,0 days 00:00:00.429967,4,4,4,57,COMPLETE
2139,2139,-2.186439180691541,-0.4803384257039118,-87582.0,2023-06-07 15:00:28.986570,2023-06-07 15:00:29.416301,0 days 00:00:00.429731,4,4,4,42,COMPLETE
3454,3454,-2.183121352222765,-0.49916835406421756,-27656.0,2023-06-07 15:33:22.034483,2023-06-07 15:33:22.498914,0 days 00:00:00.464431,13,3,4,69,COMPLETE
3294,3294,-2.180682184806053,-0.4806441856948435,-13226.0,2023-06-07 15:28:43.087419,2023-06-07 15:28:43.486291,0 days 00:00:00.398872,29,5,2,65,COMPLETE
1641,1641,-2.1725251627162847,-0.5371428571428571,-3325.0,2023-06-07 14:50:48.659089,2023-06-07 14:50:49.123254,0 days 00:00:00.464165,34,2,5,32,COMPLETE
838,838,-2.1725251627162847,-0.5371428571428571,-3325.0,2023-06-07 14:38:50.937557,2023-06-07 14:38:51.352354,0 days 00:00:00.414797,34,2,5,16,COMPLETE
913,913,-2.172100248524718,-0.4921256544502618,-47750.0,2023-06-07 14:39:48.761198,2023-06-07 14:39:49.169529,0 days 00:00:00.408331,8,3,4,18,COMPLETE
601,601,-2.172100248524718,-0.4921256544502618,-47750.0,2023-06-07 14:36:15.725689,2023-06-07 14:36:16.070817,0 days 00:00:00.345128,8,3,4,12,COMPLETE
3413,3413,-2.156556539826574,-0.5260518250208972,-3589.0,2023-06-07 15:32:10.330641,2023-06-07 15:32:10.770843,0 days 00:00:00.440202,41,3,4,68,COMPLETE
1356,1356,-2.147320449762853,-0.49553908967185845,-13226.0,2023-06-07 14:46:03.439343,2023-06-07 14:46:03.820342,0 days 00:00:00.380999,29,5,3,27,COMPLETE
1693,1693,-2.1434063063357254,-0.5199936778884148,-12654.0,2023-06-07 14:51:40.039384,2023-06-07 14:51:40.413389,0 days 00:00:00.374005,26,4,5,33,COMPLETE
1629,1629,-2.1434063063357254,-0.5199936778884148,-12654.0,2023-06-07 14:50:36.622939,2023-06-07 14:50:36.998262,0 days 00:00:00.375323,26,4,5,32,COMPLETE
1711,1711,-2.1434063063357254,-0.5199936778884148,-12654.0,2023-06-07 14:51:57.948082,2023-06-07 14:51:58.342423,0 days 00:00:00.394341,26,4,5,34,COMPLETE
2782,2782,-2.143047197094599,-0.4830908375933936,-10172.0,2023-06-07 15:15:00.414840,2023-06-07 15:15:00.873757,0 days 00:00:00.458917,33,5,2,55,COMPLETE
3316,3316,-2.143013598899019,-0.5354356306892067,-3076.0,2023-06-07 15:29:19.949219,2023-06-07 15:29:20.407779,0 days 00:00:00.458560,44,3,5,66,COMPLETE
2313,2313,-2.127302092892437,-0.4846007882061013,-34255.0,2023-06-07 15:04:31.425963,2023-06-07 15:04:31.925907,0 days 00:00:00.499944,17,6,3,46,COMPLETE
272,272,-2.127302092892437,-0.4846007882061013,-34255.0,2023-06-07 14:33:35.821936,2023-06-07 14:33:36.151297,0 days 00:00:00.329361,17,6,3,5,COMPLETE
1791,1791,-2.1263734140192465,-0.49288389513108616,-20025.0,2023-06-07 14:53:25.237982,2023-06-07 14:53:25.617871,0 days 00:00:00.379889,17,3,3,35,COMPLETE
2644,2644,-2.1208681487817502,-0.47498470372287854,-21247.0,2023-06-07 15:11:42.215663,2023-06-07 15:11:42.644566,0 days 00:00:00.428903,24,6,2,52,COMPLETE
1432,1432,-2.120090935919845,-0.468889205074042,-91367.0,2023-06-07 14:47:10.784147,2023-06-07 14:47:11.158712,0 days 00:00:00.374565,3,3,3,28,COMPLETE
1015,1015,-2.120090935919845,-0.468889205074042,-91367.0,2023-06-07 14:41:10.560209,2023-06-07 14:41:10.960009,0 days 00:00:00.399800,3,3,3,20,COMPLETE
1905,1905,-2.120090935919845,-0.468889205074042,-91367.0,2023-06-07 14:55:36.695046,2023-06-07 14:55:37.217992,0 days 00:00:00.522946,3,3,3,38,COMPLETE
3445,3445,-2.1148699316039834,-0.5337107565620175,-3886.0,2023-06-07 15:33:04.190584,2023-06-07 15:33:04.580619,0 days 00:00:00.390035,32,2,5,68,COMPLETE
2696,2696,-2.11399999952377,-0.49191289418993406,-22134.0,2023-06-07 15:12:53.384253,2023-06-07 15:12:53.781423,0 days 00:00:00.397170,15,3,3,53,COMPLETE
1338,1338,-2.0991065647587965,-0.49179771292766866,-64799.0,2023-06-07 14:45:48.020460,2023-06-07 14:45:48.412908,0 days 00:00:00.392448,7,4,5,26,COMPLETE
1457,1457,-2.0991065647587965,-0.49179771292766866,-64799.0,2023-06-07 14:47:33.503969,2023-06-07 14:47:33.895256,0 days 00:00:00.391287,7,4,5,29,COMPLETE
2896,2896,-2.090451578259256,-0.534333525678015,-3466.0,2023-06-07 15:17:53.511299,2023-06-07 15:17:53.973154,0 days 00:00:00.461855,33,2,5,57,COMPLETE
2845,2845,-2.090451578259256,-0.534333525678015,-3466.0,2023-06-07 15:16:32.889040,2023-06-07 15:16:33.273695,0 days 00:00:00.384655,33,2,5,56,COMPLETE
2602,2602,-2.090451578259256,-0.534333525678015,-3466.0,2023-06-07 15:10:46.304664,2023-06-07 15:10:46.728672,0 days 00:00:00.424008,33,2,5,52,COMPLETE
663,663,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:36:50.613402,2023-06-07 14:36:51.033055,0 days 00:00:00.419653,1,6,3,13,COMPLETE
1381,1381,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:46:26.269083,2023-06-07 14:46:26.653416,0 days 00:00:00.384333,1,6,3,27,COMPLETE
1414,1414,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:46:55.119980,2023-06-07 14:46:55.534806,0 days 00:00:00.414826,1,6,3,28,COMPLETE
487,487,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:35:15.261187,2023-06-07 14:35:15.712626,0 days 00:00:00.451439,1,6,3,9,COMPLETE
523,523,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:35:35.025798,2023-06-07 14:35:35.410568,0 days 00:00:00.384770,1,6,3,10,COMPLETE
346,346,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:34:07.575274,2023-06-07 14:34:07.921392,0 days 00:00:00.346118,1,6,3,6,COMPLETE
2623,2623,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 15:11:14.659568,2023-06-07 15:11:15.066447,0 days 00:00:00.406879,1,6,3,52,COMPLETE
1029,1029,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:41:21.101485,2023-06-07 14:41:21.525458,0 days 00:00:00.423973,1,6,3,20,COMPLETE
1805,1805,-2.0896973347698444,-0.46366666413587326,-131711.0,2023-06-07 14:53:40.107719,2023-06-07 14:53:40.580607,0 days 00:00:00.472888,1,6,3,36,COMPLETE
3348,3348,-2.077443095711128,-0.4506157735910611,-110349.0,2023-06-07 15:30:21.781256,2023-06-07 15:30:22.320847,0 days 00:00:00.539591,3,8,2,66,COMPLETE
1097,1097,-2.0700334632219772,-0.515112055376602,-14591.0,2023-06-07 14:42:13.790204,2023-06-07 14:42:14.194953,0 days 00:00:00.404749,24,4,5,21,COMPLETE
661,661,-2.0632563182068187,-0.46464421330691763,-121140.0,2023-06-07 14:36:49.273090,2023-06-07 14:36:49.736393,0 days 00:00:00.463303,2,6,3,13,COMPLETE
479,479,-2.0632563182068187,-0.46464421330691763,-121140.0,2023-06-07 14:35:10.873631,2023-06-07 14:35:11.343991,0 days 00:00:00.470360,2,6,3,9,COMPLETE
528,528,-2.0632563182068187,-0.46464421330691763,-121140.0,2023-06-07 14:35:37.622519,2023-06-07 14:35:37.975011,0 days 00:00:00.352492,2,6,3,10,COMPLETE
624,624,-2.0632563182068187,-0.46464421330691763,-121140.0,2023-06-07 14:36:27.935829,2023-06-07 14:36:28.301130,0 days 00:00:00.365301,2,6,3,12,COMPLETE
639,639,-2.0632563182068187,-0.46464421330691763,-121140.0,2023-06-07 14:36:36.011128,2023-06-07 14:36:36.364769,0 days 00:00:00.353641,2,6,3,12,COMPLETE
682,682,-2.0591018361356626,-0.497910082577225,-9809.0,2023-06-07 14:37:03.736228,2023-06-07 14:37:04.204339,0 days 00:00:00.468111,34,5,3,13,COMPLETE
3025,3025,-2.0573305083849296,-0.4819283114811307,-40118.0,2023-06-07 15:21:19.866013,2023-06-07 15:21:20.371100,0 days 00:00:00.505087,16,7,3,60,COMPLETE
1188,1188,-2.0542019379186964,-0.48755099905847893,-57354.0,2023-06-07 14:43:29.026449,2023-06-07 14:43:29.561433,0 days 00:00:00.534984,7,3,4,23,COMPLETE
1332,1332,-2.0542019379186964,-0.48755099905847893,-57354.0,2023-06-07 14:45:41.971633,2023-06-07 14:45:42.470000,0 days 00:00:00.498367,7,3,4,26,COMPLETE
1130,1130,-2.0542019379186964,-0.48755099905847893,-57354.0,2023-06-07 14:42:39.949669,2023-06-07 14:42:40.353293,0 days 00:00:00.403624,7,3,4,22,COMPLETE
2975,2975,-2.0523550171266947,-0.5046282904252242,-27656.0,2023-06-07 15:20:00.468207,2023-06-07 15:20:00.883296,0 days 00:00:00.415089,13,3,5,59,COMPLETE
3393,3393,-2.0523550171266947,-0.5046282904252242,-27656.0,2023-06-07 15:31:37.271072,2023-06-07 15:31:37.701438,0 days 00:00:00.430366,13,3,5,67,COMPLETE
2480,2480,-2.0523550171266947,-0.5046282904252242,-27656.0,2023-06-07 15:08:04.975128,2023-06-07 15:08:05.494885,0 days 00:00:00.519757,13,3,5,49,COMPLETE
2745,2745,-2.0523550171266947,-0.5046282904252242,-27656.0,2023-06-07 15:14:04.837020,2023-06-07 15:14:05.243995,0 days 00:00:00.406975,13,3,5,54,COMPLETE
2955,2955,-2.0523550171266947,-0.5046282904252242,-27656.0,2023-06-07 15:19:30.288239,2023-06-07 15:19:30.652917,0 days 00:00:00.364678,13,3,5,59,COMPLETE
3460,3460,-2.0523550171266947,-0.5046282904252242,-27656.0,2023-06-07 15:33:33.541621,2023-06-07 15:33:34.080619,0 days 00:00:00.538998,13,3,5,69,COMPLETE
2976,2976,-2.0472617823538797,-0.4741197622304231,-116247.0,2023-06-07 15:20:01.980024,2023-06-07 15:20:02.467461,0 days 00:00:00.487437,2,4,4,59,COMPLETE
2251,2251,-2.0472617823538797,-0.4741197622304231,-116247.0,2023-06-07 15:03:03.569827,2023-06-07 15:03:03.997758,0 days 00:00:00.427931,2,4,4,45,COMPLETE
849,849,-2.0472617823538797,-0.4741197622304231,-116247.0,2023-06-07 14:38:59.173714,2023-06-07 14:38:59.610444,0 days 00:00:00.436730,2,4,4,16,COMPLETE
274,274,-2.0472617823538797,-0.4741197622304231,-116247.0,2023-06-07 14:33:36.653351,2023-06-07 14:33:36.997872,0 days 00:00:00.344521,2,4,4,5,COMPLETE
343,343,-2.0472617823538797,-0.4741197622304231,-116247.0,2023-06-07 14:34:06.206539,2023-06-07 14:34:06.611283,0 days 00:00:00.404744,2,4,4,6,COMPLETE
1380,1380,-2.0472617823538797,-0.4741197622304231,-116247.0,2023-06-07 14:46:25.357870,2023-06-07 14:46:25.783898,0 days 00:00:00.426028,2,4,4,27,COMPLETE
2527,2527,-2.0467786219117134,-0.504713138601187,-25779.0,2023-06-07 15:09:06.429698,2023-06-07 15:09:06.806346,0 days 00:00:00.376648,14,3,5,50,COMPLETE
222,222,-2.042824693198387,-0.4728304825809544,-66766.0,2023-06-07 14:33:15.371451,2023-06-07 14:33:15.741670,0 days 00:00:00.370219,5,3,3,4,COMPLETE
818,818,-2.0357498228173814,-0.5130548302872062,-2298.0,2023-06-07 14:38:36.742804,2023-06-07 14:38:37.095684,0 days 00:00:00.352880,58,4,4,16,COMPLETE
1632,1632,-2.034191681537681,-0.4401011726833755,-43490.0,2023-06-07 14:50:39.478156,2023-06-07 14:50:39.903467,0 days 00:00:00.425311,10,4,1,32,COMPLETE
3440,3440,-2.0324189713171226,-0.4845819881999332,-8983.0,2023-06-07 15:32:55.402236,2023-06-07 15:32:55.833396,0 days 00:00:00.431160,35,5,2,68,COMPLETE
1153,1153,-2.0278498468406223,-0.4785141525597971,-14591.0,2023-06-07 14:42:57.724475,2023-06-07 14:42:58.099003,0 days 00:00:00.374528,24,4,2,23,COMPLETE
491,491,-2.0223490846969194,-0.4828301391441323,-38090.0,2023-06-07 14:35:18.005961,2023-06-07 14:35:18.429174,0 days 00:00:00.423213,17,7,3,9,COMPLETE
1963,1963,-2.0200442364653046,-0.5411173885750157,-1593.0,2023-06-07 14:56:50.149172,2023-06-07 14:56:50.590356,0 days 00:00:00.441184,46,2,5,39,COMPLETE
1420,1420,-2.0200442364653046,-0.5411173885750157,-1593.0,2023-06-07 14:47:00.309067,2023-06-07 14:47:00.688751,0 days 00:00:00.379684,46,2,5,28,COMPLETE
1326,1326,-2.0153669801482867,-0.5001669820772571,-8983.0,2023-06-07 14:45:35.595966,2023-06-07 14:45:35.979490,0 days 00:00:00.383524,35,5,3,26,COMPLETE
1949,1949,-2.0137842732037474,-0.48473737782788096,-91367.0,2023-06-07 14:56:32.158760,2023-06-07 14:56:32.657354,0 days 00:00:00.498594,3,3,5,38,COMPLETE
3438,3438,-2.012832741078921,-0.46569849560626025,-105491.0,2023-06-07 15:32:51.990438,2023-06-07 15:32:52.408800,0 days 00:00:00.418362,3,6,3,68,COMPLETE
1543,1543,-2.008614641877097,-0.4752146491934692,-101794.0,2023-06-07 14:48:56.418543,2023-06-07 14:48:56.834845,0 days 00:00:00.416302,3,5,4,30,COMPLETE
1319,1319,-2.008614641877097,-0.4752146491934692,-101794.0,2023-06-07 14:45:29.274005,2023-06-07 14:45:29.839120,0 days 00:00:00.565115,3,5,4,26,COMPLETE
2101,2101,-2.008614641877097,-0.4752146491934692,-101794.0,2023-06-07 14:59:41.282489,2023-06-07 14:59:41.836479,0 days 00:00:00.553990,3,5,4,42,COMPLETE
1467,1467,-2.008614641877097,-0.4752146491934692,-101794.0,2023-06-07 14:47:42.777710,2023-06-07 14:47:43.169117,0 days 00:00:00.391407,3,5,4,29,COMPLETE
2965,2965,-1.9951942139684011,-0.4476125684980152,-133763.0,2023-06-07 15:19:45.195050,2023-06-07 15:19:45.688660,0 days 00:00:00.493610,1,9,2,59,COMPLETE
2735,2735,-1.9951942139684011,-0.4476125684980152,-133763.0,2023-06-07 15:13:50.333956,2023-06-07 15:13:50.751052,0 days 00:00:00.417096,1,9,2,54,COMPLETE
2481,2481,-1.9894412926064018,-0.5378686327077749,-2984.0,2023-06-07 15:08:06.343071,2023-06-07 15:08:06.762282,0 days 00:00:00.419211,35,2,4,49,COMPLETE
898,898,-1.9872447653582999,-0.5297121634168988,-2154.0,2023-06-07 14:39:37.583091,2023-06-07 14:39:38.069501,0 days 00:00:00.486410,50,3,4,17,COMPLETE
275,275,-1.9802524668189718,-0.49142064092858945,-15852.0,2023-06-07 14:33:37.071471,2023-06-07 14:33:37.401694,0 days 00:00:00.330223,29,6,3,5,COMPLETE
